AGREEMENT_RK,AGE,GENDER,EDUCATION,MARITAL_STATUS,CHILD_TOTAL,DEPENDANTS,SOCSTATUS_WORK_FL,SOCSTATUS_PENS_FL,OWN_AUTO,FL_PRESENCE_FL,FAMILY_INCOME,PERSONAL_INCOME,CREDIT,LOAN_NUM_TOTAL,LOAN_NUM_CLOSED,TARGET
59959596,46,1,Высшее,Состою в браке,2 и больше,1,1,0,0,1,от 20000 до 50000 руб.,15000,3699,1,1,0
64282513,37,1,Среднее специальное,Состою в браке,0,0,1,0,0,0,от 10000 до 20000 руб.,12000,41620,1,1,0
63912459,36,0,Среднее специальное,Состою в браке,2 и больше,2 и больше,1,0,0,0,от 10000 до 20000 руб.,12000,16200,1,0,0
66525588,45,0,Среднее,Состою в браке,1,1,1,0,0,1,от 20000 до 50000 руб.,18000,5990,2,2,0
74010153,50,1,Среднее специальное,Состою в браке,2 и больше,0,1,0,0,0,от 10000 до 20000 руб.,7000,13776,1,0,0
59916196,54,1,Среднее специальное,Не состоял в браке,2 и больше,0,1,0,0,0,свыше 50000 руб.,40000,23166,1,1,0
74490387,60,1,Среднее,Состою в браке,2 и больше,0,0,1,0,1,от 10000 до 20000 руб.,5000,8560,1,1,0
74845666,47,1,Среднее,Состою в браке,1,0,1,0,0,0,свыше 50000 руб.,20000,41498,3,2,0
64345302,35,1,Среднее,Состою в браке,1,1,1,0,0,1,от 10000 до 20000 руб.,16000,41000,2,1,0
67202718,62,1,Среднее,Вдовец/Вдова,0,0,0,1,0,0,от 10000 до 20000 руб.,10000,13499,2,1,0
61062969,48,1,Среднее специальное,Гражданский брак,2 и больше,0,1,0,0,1,от 20000 до 50000 руб.,14000,15000,1,1,0
61352754,35,1,Среднее,Состою в браке,2 и больше,2 и больше,1,0,0,0,от 10000 до 20000 руб.,10000,26164,1,0,1
66194985,46,0,Среднее,Гражданский брак,2 и больше,2 и больше,1,0,0,0,от 10000 до 20000 руб.,5000,10000,1,0,1
67222035,48,1,Высшее,Не состоял в браке,0,0,1,0,1,0,от 20000 до 50000 руб.,17000,34466,2,2,0
59923269,52,1,Среднее специальное,Не состоял в браке,0,0,1,0,0,1,от 10000 до 20000 руб.,8000,5650,1,1,0
62014195,27,0,Среднее,Состою в браке,0,0,1,0,1,0,от 10000 до 20000 руб.,13000,28590,1,0,0
73829334,26,1,Среднее,Не состоял в браке,1,1,1,0,0,0,от 5000 до 10000 руб.,8000,13386,2,1,0
60394891,33,1,Высшее,Не состоял в браке,0,0,1,0,0,0,от 10000 до 20000 руб.,20000,15230,1,0,0
62033565,31,0,Высшее,Состою в браке,2 и больше,2 и больше,1,0,0,0,от 20000 до 50000 руб.,17000,3400,1,0,0
66197247,21,1,Среднее,Не состоял в браке,0,0,1,0,0,0,от 20000 до 50000 руб.,12000,10539,1,0,0
64569493,34,1,Среднее специальное,Не состоял в браке,2 и больше,2 и больше,1,0,0,0,от 5000 до 10000 руб.,7000,5230,1,0,1
61536597,30,1,Среднее,Гражданский брак,2 и больше,2 и больше,1,0,0,0,от 20000 до 50000 руб.,15000,23552,1,0,1
64365167,33,0,Среднее,Состою в браке,1,1,1,0,0,0,от 10000 до 20000 руб.,6000,6165,1,0,0
60527782,60,1,Среднее,Вдовец/Вдова,0,0,1,1,0,1,от 5000 до 10000 руб.,7500,6290,1,1,0
67210444,38,1,Среднее,Не состоял в браке,2 и больше,2 и больше,1,0,0,1,от 20000 до 50000 руб.,30000,25584,2,2,0
63994083,22,0,Среднее,Не состоял в браке,0,0,1,1,0,0,от 20000 до 50000 руб.,250000,23390,1,0,0
63991594,50,1,Среднее специальное,Состою в браке,2 и больше,0,1,0,0,0,от 20000 до 50000 руб.,12000,18390,1,0,0
63009247,58,1,Среднее специальное,Вдовец/Вдова,2 и больше,0,0,1,0,0,от 5000 до 10000 руб.,6000,13860,1,0,0
60102329,46,0,Среднее специальное,Состою в браке,2 и больше,2 и больше,1,0,1,0,от 10000 до 20000 руб.,7000,4809,1,0,0
65495225,25,1,Среднее,Разведен(а),1,1,1,0,0,0,от 5000 до 10000 руб.,6500,6970,1,1,0
64343517,36,0,Среднее,Состою в браке,2 и больше,2 и больше,1,0,0,0,от 20000 до 50000 руб.,20000,2635,1,1,0
61107469,44,1,Среднее специальное,Гражданский брак,1,1,1,0,0,1,от 10000 до 20000 руб.,8000,27673,1,0,0
62500127,31,0,Среднее специальное,Состою в браке,2 и больше,2 и больше,1,0,1,0,от 10000 до 20000 руб.,7000,5299,1,1,0
62239277,25,0,Среднее,Состою в браке,1,1,1,0,1,0,от 20000 до 50000 руб.,25000,15299,3,2,0
74531220,40,0,Среднее,Разведен(а),0,0,1,0,1,0,от 10000 до 20000 руб.,10500,7391,2,2,0
63330336,47,0,Среднее,Состою в браке,1,1,1,0,1,0,от 20000 до 50000 руб.,20000,5268,1,1,0
61168308,32,1,Среднее специальное,Состою в браке,2 и больше,2 и больше,1,0,0,0,от 10000 до 20000 руб.,8000,6494,1,0,0
62598628,56,0,Среднее специальное,Состою в браке,0,0,1,0,0,0,от 20000 до 50000 руб.,21000,21808,1,0,0
60054473,36,1,Среднее специальное,Состою в браке,2 и больше,2 и больше,1,0,0,1,от 10000 до 20000 руб.,6000,9650,1,0,0
74035935,59,1,Среднее специальное,Вдовец/Вдова,0,0,0,1,0,0,от 5000 до 10000 руб.,6000,20000,1,0,0
66198602,23,1,Среднее специальное,Не состоял в браке,0,0,1,0,0,0,от 10000 до 20000 руб.,10000,5190,1,0,0
60385930,38,1,Среднее специальное,Состою в браке,2 и больше,2 и больше,1,0,0,0,от 10000 до 20000 руб.,14500,3060,1,0,0
67026520,50,1,Среднее,Состою в браке,2 и больше,0,1,0,0,1,от 10000 до 20000 руб.,9000,4611,2,2,0
64835280,23,0,Среднее,Разведен(а),0,0,1,0,0,1,от 20000 до 50000 руб.,15000,15090,1,0,1
63985055,23,1,Среднее специальное,Не состоял в браке,0,0,1,0,0,0,от 5000 до 10000 руб.,5500,3617,1,1,1
74645171,64,0,Среднее специальное,Состою в браке,0,0,0,1,1,1,от 10000 до 20000 руб.,10000,20850,2,1,0
61360183,28,0,Среднее специальное,Состою в браке,0,0,1,0,0,0,от 20000 до 50000 руб.,15000,18187,1,0,1
67210606,40,1,Среднее,Не состоял в браке,1,1,1,0,0,0,от 10000 до 20000 руб.,8000,6660,2,2,0
61527552,48,1,Среднее специальное,Состою в браке,0,0,1,0,0,0,от 10000 до 20000 руб.,10000,16190,1,1,0
65492258,26,1,Среднее специальное,Состою в браке,1,1,1,0,0,0,от 10000 до 20000 руб.,5000,3895,1,1,0
66971408,56,1,Среднее,Состою в браке,1,1,0,1,0,0,от 20000 до 50000 руб.,6000,9007,2,1,0
61971854,22,1,Среднее,Не состоял в браке,0,0,1,0,0,0,от 20000 до 50000 руб.,9000,22490,1,0,0
64436118,49,1,Среднее специальное,Состою в браке,1,0,1,0,0,1,от 20000 до 50000 руб.,20000,31484,1,0,0
62144551,53,1,Среднее,Вдовец/Вдова,0,0,1,0,0,1,от 10000 до 20000 руб.,12000,50000,1,0,0
61918917,62,1,Высшее,Не состоял в браке,2 и больше,0,0,1,0,0,от 10000 до 20000 руб.,12000,19000,2,1,0
62617782,52,0,Среднее специальное,Состою в браке,1,0,1,0,0,1,от 20000 до 50000 руб.,15000,4590,1,1,0
61230956,63,1,Среднее,Состою в браке,0,0,1,1,0,0,от 10000 до 20000 руб.,4800,12518,1,0,0
62503164,23,0,Среднее,Не состоял в браке,0,0,1,0,0,0,от 5000 до 10000 руб.,7500,5980,1,1,0
63093723,40,1,Среднее,Состою в браке,2 и больше,2 и больше,1,0,0,0,от 10000 до 20000 руб.,8500,5800,1,0,0
74271289,44,0,Высшее,Гражданский брак,0,0,1,0,1,1,свыше 50000 руб.,35000,46881,1,0,0
65204974,26,1,Среднее,Состою в браке,1,1,1,0,0,1,от 20000 до 50000 руб.,20000,4930,1,0,0
66895221,34,0,Среднее,Состою в браке,2 и больше,2 и больше,1,0,1,0,от 10000 до 20000 руб.,7000,14390,1,0,0
61069152,40,1,Высшее,Не состоял в браке,0,0,1,0,0,0,от 20000 до 50000 руб.,15000,28000,1,1,0
60186596,54,1,Среднее,Разведен(а),0,0,1,0,0,0,от 5000 до 10000 руб.,6000,4080,1,0,0
61376669,56,1,Среднее специальное,Не состоял в браке,2 и больше,0,1,0,0,1,от 10000 до 20000 руб.,15000,7988,2,1,0
66893467,34,1,Среднее,Состою в браке,1,1,1,0,0,1,свыше 50000 руб.,20000,8230,3,3,0
61424740,26,1,Среднее,Состою в браке,0,0,1,0,0,0,от 10000 до 20000 руб.,10000,13750,2,1,0
73830909,40,1,Среднее,Не состоял в браке,2 и больше,2 и больше,1,0,1,1,от 10000 до 20000 руб.,10000,7182,2,1,1
66771914,24,1,Высшее,Не состоял в браке,0,0,1,0,0,0,от 20000 до 50000 руб.,10000,24300,3,2,0
67320556,59,1,Среднее,Не состоял в браке,2 и больше,1,1,0,0,0,от 10000 до 20000 руб.,8000,6690,1,0,1
60098538,51,1,Среднее,Состою в браке,0,0,1,0,0,0,от 10000 до 20000 руб.,10000,14625,1,1,0
67088830,56,1,Среднее,Состою в браке,2 и больше,0,1,0,0,1,от 10000 до 20000 руб.,13000,29430,2,2,0
62431842,53,1,Высшее,Состою в браке,0,0,1,0,0,0,от 20000 до 50000 руб.,23000,29475,1,0,0
60451293,57,1,Среднее специальное,Вдовец/Вдова,2 и больше,0,1,1,0,1,от 10000 до 20000 руб.,12000,15036,1,0,0
60445705,34,1,Высшее,Состою в браке,1,1,1,0,0,0,от 10000 до 20000 руб.,8000,18171,1,1,0
62180272,33,1,Высшее,Не состоял в браке,0,0,1,0,0,1,от 5000 до 10000 руб.,8000,21000,1,0,0
61932518,29,1,Среднее специальное,Состою в браке,1,1,1,0,1,0,от 20000 до 50000 руб.,15000,11990,1,1,0
74012446,46,1,Среднее специальное,Состою в браке,0,0,1,0,0,1,от 5000 до 10000 руб.,5600,22240,1,0,0
66765952,48,0,Среднее специальное,Не состоял в браке,0,0,1,0,1,0,от 10000 до 20000 руб.,12000,4500,1,1,0
61457005,45,0,Неполное среднее,Состою в браке,1,1,1,0,0,0,от 10000 до 20000 руб.,15000,13792,2,1,0
62783712,37,1,Высшее,Состою в браке,0,0,1,0,0,1,от 20000 до 50000 руб.,15000,9536,1,0,0
74188794,35,1,Среднее,Состою в браке,2 и больше,2 и больше,1,0,0,0,от 10000 до 20000 руб.,6000,3411,2,2,1
66188140,58,1,Среднее специальное,Не состоял в браке,2 и больше,2 и больше,0,1,0,0,от 5000 до 10000 руб.,8000,7700,1,0,0
61433586,51,1,Среднее,Состою в браке,2 и больше,0,1,0,0,0,от 10000 до 20000 руб.,7000,3834,1,1,0
64845133,57,0,Среднее,Не состоял в браке,0,0,0,1,0,0,от 5000 до 10000 руб.,5000,8762,1,0,0
72299505,33,1,Среднее,Разведен(а),1,1,1,0,0,0,от 10000 до 20000 руб.,7000,21265,1,0,0
66658103,54,1,Высшее,Не состоял в браке,0,0,1,0,1,1,от 20000 до 50000 руб.,25000,5405,3,3,0
61122184,60,0,Высшее,Состою в браке,0,0,1,0,0,0,от 20000 до 50000 руб.,25000,7224,1,1,0
61367673,44,1,Среднее,Разведен(а),0,0,1,0,0,0,от 5000 до 10000 руб.,8000,19830,1,0,0
67526852,31,1,Высшее,Состою в браке,1,1,1,0,0,0,от 10000 до 20000 руб.,6000,4589,1,0,0
61167413,34,1,Среднее специальное,Состою в браке,1,1,1,0,0,0,от 10000 до 20000 руб.,10000,13910,1,0,0
65411490,43,1,Среднее,Гражданский брак,2 и больше,1,1,0,0,0,от 20000 до 50000 руб.,11000,23200,2,1,0
63915969,27,0,Среднее,Состою в браке,1,1,1,0,0,0,от 20000 до 50000 руб.,12000,3890,2,0,1
72289818,38,0,Среднее,Состою в браке,2 и больше,1,1,0,1,0,от 20000 до 50000 руб.,25000,10659,2,1,0
67210814,51,0,Среднее,Состою в браке,2 и больше,1,1,0,0,0,от 20000 до 50000 руб.,17000,27759,1,0,0
61419357,56,1,Высшее,Состою в браке,0,0,1,1,0,1,от 20000 до 50000 руб.,14000,4540,1,0,0
59923424,36,1,Среднее специальное,Состою в браке,2 и больше,2 и больше,1,0,0,0,от 20000 до 50000 руб.,10000,3906,1,1,0
75000923,53,0,Среднее специальное,Состою в браке,1,0,1,0,0,0,от 10000 до 20000 руб.,15000,16191,1,0,0
67076209,42,1,Среднее специальное,Состою в браке,2 и больше,1,1,0,0,1,от 20000 до 50000 руб.,15000,5570,2,2,0
67028372,56,0,Высшее,Состою в браке,0,0,1,0,0,0,от 5000 до 10000 руб.,60000,19800,2,2,0
64374025,39,0,Среднее специальное,Состою в браке,2 и больше,2 и больше,1,0,0,0,от 10000 до 20000 руб.,10000,3700,1,0,0
65481821,24,1,Высшее,Не состоял в браке,0,0,1,0,0,0,от 10000 до 20000 руб.,10000,4858,1,1,0
62142235,53,1,Среднее специальное,Состою в браке,1,0,1,0,0,1,от 20000 до 50000 руб.,14000,23577,1,0,0
66747739,29,0,Среднее,Не состоял в браке,0,0,1,0,0,0,от 10000 до 20000 руб.,13000,16194,2,2,1
60095919,37,0,Среднее специальное,Состою в браке,2 и больше,2 и больше,1,0,0,0,от 10000 до 20000 руб.,15000,7100,1,1,0
65571249,23,1,Среднее специальное,Состою в браке,1,1,1,0,0,0,от 20000 до 50000 руб.,9000,3890,1,1,0
67542447,32,0,Высшее,Состою в браке,1,1,1,0,0,1,от 10000 до 20000 руб.,13000,10422,1,0,0
61426747,60,0,Среднее специальное,Состою в браке,1,0,1,0,0,0,от 10000 до 20000 руб.,12000,6741,1,1,0
61925840,24,0,Среднее специальное,Гражданский брак,0,0,1,0,0,1,от 10000 до 20000 руб.,11500,4150,1,1,1
62622579,34,1,Среднее специальное,Состою в браке,2 и больше,2 и больше,1,0,0,1,от 20000 до 50000 руб.,15000,20882,1,0,0
60085121,40,0,Среднее,Состою в браке,1,1,1,0,0,1,от 20000 до 50000 руб.,15000,21021,1,0,0
74539748,41,0,Среднее специальное,Состою в браке,2 и больше,2 и больше,1,0,0,0,от 10000 до 20000 руб.,8000,8639,3,3,0
61081143,35,1,Среднее,Состою в браке,2 и больше,2 и больше,1,0,0,0,от 20000 до 50000 руб.,18000,6700,2,2,0
66522088,62,1,Среднее специальное,Разведен(а),2 и больше,0,0,1,0,1,от 5000 до 10000 руб.,7900,2800,2,2,0
61441330,55,1,Среднее,Состою в браке,2 и больше,0,1,0,0,1,от 10000 до 20000 руб.,6000,3200,2,2,0
67545193,32,0,Среднее специальное,Гражданский брак,0,0,1,0,0,0,от 10000 до 20000 руб.,10000,10530,1,0,0
62998274,39,0,Среднее специальное,Разведен(а),1,1,1,0,0,1,от 20000 до 50000 руб.,30000,33280,1,0,0
60109934,54,1,Среднее специальное,Вдовец/Вдова,2 и больше,0,1,0,0,1,от 20000 до 50000 руб.,15000,23397,1,0,0
61128668,27,0,Среднее специальное,Состою в браке,1,2 и больше,1,0,0,0,от 20000 до 50000 руб.,20000,12300,1,1,0
61227971,51,1,Высшее,Состою в браке,2 и больше,0,1,0,0,1,от 10000 до 20000 руб.,12000,16110,1,0,0
61029080,27,0,Среднее,Состою в браке,1,1,1,0,1,0,от 10000 до 20000 руб.,11500,4750,1,1,0
66903710,27,1,Среднее,Состою в браке,1,1,0,1,0,0,от 10000 до 20000 руб.,6800,5500,2,1,0
67217169,30,0,Среднее,Состою в браке,1,1,1,0,0,0,от 10000 до 20000 руб.,12000,15790,2,1,0
62037914,33,0,Высшее,Не состоял в браке,0,0,1,0,0,1,от 20000 до 50000 руб.,25000,9592,1,0,0
67138555,24,1,Высшее,Не состоял в браке,0,0,1,0,0,0,от 20000 до 50000 руб.,10000,21216,2,1,0
67096107,37,1,Высшее,Состою в браке,1,1,1,0,0,1,от 10000 до 20000 руб.,14500,20751,3,3,0
62504997,24,0,Высшее,Не состоял в браке,0,0,1,0,0,0,от 20000 до 50000 руб.,17000,3199,1,1,1
74190268,33,1,Среднее,Состою в браке,2 и больше,2 и больше,1,0,0,0,от 10000 до 20000 руб.,4500,4500,2,2,0
61527265,33,0,Среднее,Состою в браке,2 и больше,2 и больше,1,0,0,0,от 10000 до 20000 руб.,9000,12490,1,0,0
61460995,28,0,Высшее,Состою в браке,0,0,1,0,0,1,от 20000 до 50000 руб.,12000,29905,1,0,1
66717026,32,1,Высшее,Состою в браке,0,0,1,0,0,0,от 20000 до 50000 руб.,13000,14500,2,1,0
62485821,43,1,Среднее,Разведен(а),1,1,1,0,0,1,от 10000 до 20000 руб.,9000,3145,1,1,0
62364181,43,1,Среднее,Состою в браке,1,0,1,0,0,0,от 10000 до 20000 руб.,7000,19570,1,0,0
62365346,35,1,Среднее,Не состоял в браке,0,0,0,1,0,0,от 5000 до 10000 руб.,3500,7200,1,0,0
60089140,22,0,Неполное среднее,Не состоял в браке,0,0,1,0,0,0,от 20000 до 50000 руб.,10000,3760,1,0,0
61308251,22,0,Среднее специальное,Не состоял в браке,0,0,1,0,0,0,от 20000 до 50000 руб.,12000,14288,2,0,0
66188235,22,1,Среднее специальное,Не состоял в браке,0,0,1,0,0,0,от 10000 до 20000 руб.,11000,8350,1,0,0
61522476,37,1,Среднее,Состою в браке,2 и больше,2 и больше,1,0,0,1,от 5000 до 10000 руб.,5000,21597,1,0,0
62767827,29,0,Среднее,Состою в браке,2 и больше,2 и больше,1,0,0,0,от 20000 до 50000 руб.,27000,14046,1,0,0
74656893,27,0,Среднее,Не состоял в браке,0,0,1,0,0,0,от 10000 до 20000 руб.,20000,4890,2,2,0
61372696,39,1,Среднее специальное,Разведен(а),1,1,1,0,0,0,от 10000 до 20000 руб.,10000,4311,1,0,1
67233221,29,1,Высшее,Состою в браке,1,1,1,0,0,1,от 10000 до 20000 руб.,12500,10720,2,2,0
67073733,59,0,Высшее,Не состоял в браке,0,0,1,0,0,1,от 20000 до 50000 руб.,20000,35100,2,2,0
75205958,28,1,Среднее,Разведен(а),1,1,1,0,0,1,от 10000 до 20000 руб.,12000,9700,4,4,0
74646457,47,1,Среднее специальное,Вдовец/Вдова,1,0,1,0,0,1,от 10000 до 20000 руб.,7000,5745,1,1,0
66747511,29,0,Высшее,Не состоял в браке,0,0,1,0,0,1,от 10000 до 20000 руб.,16000,4600,4,4,0
67337755,49,1,Среднее,Разведен(а),0,0,1,0,0,0,от 10000 до 20000 руб.,8000,14360,1,0,0
61164042,26,0,Среднее специальное,Состою в браке,1,1,1,0,0,0,от 20000 до 50000 руб.,15000,8532,1,1,0
74021243,60,1,Неполное среднее,Состою в браке,2 и больше,0,0,1,0,1,от 10000 до 20000 руб.,6000,14625,1,0,0
67546557,39,0,Среднее специальное,Состою в браке,1,2 и больше,1,0,0,0,от 20000 до 50000 руб.,15000,4550,1,0,0
61853634,59,1,Среднее специальное,Вдовец/Вдова,1,0,1,1,0,1,от 5000 до 10000 руб.,9500,17940,1,0,0
62249688,24,0,Неполное среднее,Не состоял в браке,0,0,1,0,0,0,от 20000 до 50000 руб.,15000,45110,1,0,1
62503313,41,1,Высшее,Разведен(а),1,0,1,0,0,1,от 20000 до 50000 руб.,30000,71500,1,1,0
62942678,30,0,Среднее специальное,Состою в браке,1,1,1,0,0,1,от 20000 до 50000 руб.,30000,29100,1,0,0
61233790,46,1,Среднее специальное,Состою в браке,2 и больше,0,1,0,0,1,от 10000 до 20000 руб.,16000,23706,1,0,0
59960165,45,1,Среднее специальное,Состою в браке,1,0,1,0,0,0,от 10000 до 20000 руб.,20000,10987,1,1,0
62801811,62,0,Среднее,Не состоял в браке,2 и больше,0,0,1,0,0,от 5000 до 10000 руб.,6000,6770,1,0,0
72302210,46,1,Среднее специальное,Состою в браке,0,0,1,0,1,0,от 10000 до 20000 руб.,4000,7137,1,0,0
61251391,31,1,Среднее специальное,Состою в браке,1,1,1,0,0,1,от 20000 до 50000 руб.,20000,32670,1,0,0
64465732,31,1,Среднее специальное,Разведен(а),1,0,1,0,0,0,от 10000 до 20000 руб.,12000,17863,1,0,1
65247029,31,1,Среднее специальное,Не состоял в браке,1,1,1,0,0,1,от 10000 до 20000 руб.,10000,7336,4,3,0
60458181,51,1,Среднее,Не состоял в браке,0,0,1,0,0,1,от 5000 до 10000 руб.,8000,7200,1,0,0
64425765,27,1,Среднее специальное,Гражданский брак,0,0,1,0,0,0,от 20000 до 50000 руб.,15000,23390,1,0,0
66908676,59,1,Среднее,Не состоял в браке,0,0,0,1,0,0,от 10000 до 20000 руб.,20000,7637,3,3,0
66753414,29,0,Среднее,Состою в браке,1,1,1,0,0,1,от 5000 до 10000 руб.,10000,14020,2,2,0
61120885,60,1,Высшее,Разведен(а),1,0,0,1,0,1,от 10000 до 20000 руб.,16000,4490,1,1,0
59939964,44,1,Среднее специальное,Не состоял в браке,0,0,1,0,0,1,от 10000 до 20000 руб.,10000,3023,1,1,0
62498375,35,1,Среднее специальное,Не состоял в браке,1,1,1,0,0,0,от 10000 до 20000 руб.,15000,15680,1,1,0
64423833,53,1,Среднее специальное,Состою в браке,2 и больше,0,0,1,0,0,от 10000 до 20000 руб.,5200,13680,1,0,0
61111922,54,0,Среднее специальное,Состою в браке,2 и больше,0,1,0,0,0,от 10000 до 20000 руб.,18000,8400,2,1,0
66902318,57,1,Среднее,Не состоял в браке,2 и больше,0,0,1,0,0,от 5000 до 10000 руб.,6000,10021,2,1,0
65252990,32,1,Высшее,Не состоял в браке,2 и больше,2 и больше,1,0,0,0,от 10000 до 20000 руб.,13000,6545,1,1,0
74994393,23,0,Среднее,Не состоял в браке,0,0,1,0,0,0,от 20000 до 50000 руб.,16000,15290,3,2,0
63088421,31,0,Среднее специальное,Состою в браке,1,1,1,0,0,1,от 20000 до 50000 руб.,15000,17367,1,0,0
67425580,54,1,Среднее специальное,Состою в браке,0,0,1,0,0,0,от 10000 до 20000 руб.,10000,16320,1,0,1
60527022,35,1,Среднее специальное,Состою в браке,2 и больше,2 и больше,1,0,0,0,от 10000 до 20000 руб.,6000,2860,1,1,0
62035662,28,0,Среднее специальное,Состою в браке,2 и больше,2 и больше,1,0,0,1,от 10000 до 20000 руб.,15000,20519,1,0,0
61110249,32,0,Среднее,Состою в браке,1,0,1,0,0,0,от 20000 до 50000 руб.,20000,3900,1,1,0
73816632,37,1,Среднее специальное,Состою в браке,2 и больше,1,1,0,0,0,от 20000 до 50000 руб.,15000,5930,1,0,0
64469080,39,0,Высшее,Состою в браке,1,1,1,0,0,0,от 20000 до 50000 руб.,10000,37881,1,0,0
64844049,55,1,Среднее,Состою в браке,2 и больше,0,1,0,0,0,от 10000 до 20000 руб.,8000,22080,1,0,0
61161537,59,1,Высшее,Состою в браке,0,0,1,0,0,0,от 20000 до 50000 руб.,35000,100000,1,0,0
67083884,27,1,Среднее,Не состоял в браке,0,0,1,0,0,0,от 20000 до 50000 руб.,14000,10000,3,3,0
74031333,42,1,Среднее,Не состоял в браке,1,1,1,0,0,0,от 5000 до 10000 руб.,5300,4781,2,2,0
61977029,29,0,Среднее,Состою в браке,0,0,1,0,1,0,свыше 50000 руб.,42000,17117,1,1,0
67086911,24,1,Среднее специальное,Разведен(а),0,0,1,0,0,0,от 20000 до 50000 руб.,10000,6460,1,1,0
62389378,32,1,Высшее,Состою в браке,1,1,1,0,0,1,свыше 50000 руб.,40000,18689,1,0,1
66972953,36,0,Среднее,Не состоял в браке,0,0,1,0,1,1,от 20000 до 50000 руб.,32000,6030,1,0,0
61159221,47,0,Среднее,Гражданский брак,2 и больше,2 и больше,1,0,1,0,от 10000 до 20000 руб.,15000,18615,1,0,0
61232028,42,1,Среднее специальное,Не состоял в браке,1,1,1,0,0,0,от 10000 до 20000 руб.,6000,6900,1,0,0
72302030,26,0,Высшее,Состою в браке,0,0,1,0,1,0,от 20000 до 50000 руб.,20000,8198,2,1,0
61306173,28,0,Среднее специальное,Не состоял в браке,0,0,1,0,1,0,от 20000 до 50000 руб.,20000,7900,1,0,1
62376752,62,1,Среднее специальное,Вдовец/Вдова,2 и больше,0,0,1,0,0,от 5000 до 10000 руб.,5000,10500,1,0,0
60052843,54,1,Высшее,Состою в браке,2 и больше,0,1,1,0,1,от 10000 до 20000 руб.,14000,22900,1,0,0
62036653,60,1,Среднее специальное,Состою в браке,2 и больше,0,0,1,0,0,от 20000 до 50000 руб.,9000,22872,1,0,0
62244319,23,0,Среднее,Не состоял в браке,0,0,1,0,1,0,от 10000 до 20000 руб.,20000,17496,1,0,0
74842940,27,0,Среднее,Состою в браке,1,1,1,0,0,0,от 20000 до 50000 руб.,16000,25050,2,1,0
63000326,26,0,Высшее,Состою в браке,0,0,1,0,1,0,свыше 50000 руб.,34000,27800,1,0,0
67169442,47,1,Среднее,Разведен(а),1,0,1,0,0,0,от 20000 до 50000 руб.,15000,14200,2,2,0
61529841,31,1,Среднее специальное,Не состоял в браке,0,0,1,0,0,0,от 10000 до 20000 руб.,7000,14854,1,0,0
64885482,33,1,Среднее специальное,Вдовец/Вдова,2 и больше,0,1,0,0,1,от 20000 до 50000 руб.,15500,17690,1,0,0
59931767,53,1,Неполное среднее,Не состоял в браке,0,0,1,0,0,0,от 5000 до 10000 руб.,7000,9850,1,1,0
65202361,34,1,Высшее,Состою в браке,1,1,1,0,0,0,от 10000 до 20000 руб.,12000,25000,1,0,0
64428324,51,1,Среднее специальное,Не состоял в браке,2 и больше,0,1,0,0,0,от 10000 до 20000 руб.,15000,19341,1,0,0
63595158,64,1,Высшее,Вдовец/Вдова,0,0,0,1,0,0,от 5000 до 10000 руб.,6608,2390,1,1,0
66086377,24,1,Среднее,Не состоял в браке,0,0,1,0,0,0,от 10000 до 20000 руб.,12000,6075,1,1,0
62141180,39,1,Среднее специальное,Состою в браке,2 и больше,2 и больше,1,0,0,0,от 20000 до 50000 руб.,9000,28500,1,0,0
74652968,58,1,Высшее,Состою в браке,2 и больше,0,1,1,0,1,от 10000 до 20000 руб.,14000,28026,2,1,1
72293859,37,1,Среднее специальное,Не состоял в браке,0,0,0,1,0,0,от 5000 до 10000 руб.,8400,4188,1,0,0
61537453,48,0,Среднее специальное,Состою в браке,0,0,1,0,0,0,от 20000 до 50000 руб.,13000,18216,1,0,0
64470751,60,1,Среднее специальное,Состою в браке,0,0,0,1,0,0,от 5000 до 10000 руб.,7200,11500,1,0,0
74553311,49,1,Среднее,Состою в браке,2 и больше,0,1,0,0,1,от 20000 до 50000 руб.,6000,14590,2,2,0
62985798,29,1,Высшее,Состою в браке,0,0,1,0,0,0,от 10000 до 20000 руб.,11000,26329,1,0,0
64549460,58,1,Среднее специальное,Состою в браке,0,0,1,1,0,0,от 10000 до 20000 руб.,12000,3070,1,0,0
63902362,32,0,Среднее,Состою в браке,1,1,1,0,1,0,от 10000 до 20000 руб.,8000,3067,1,0,1
61063953,33,0,Среднее специальное,Состою в браке,1,1,1,0,1,0,от 20000 до 50000 руб.,15000,4200,1,1,0
67442370,44,1,Среднее,Состою в браке,2 и больше,0,1,0,1,0,от 20000 до 50000 руб.,15400,22662,2,1,0
65239038,22,0,Среднее специальное,Не состоял в браке,0,0,1,0,0,0,от 10000 до 20000 руб.,9000,2341,1,1,0
61413550,55,1,Среднее,Состою в браке,1,1,1,1,0,0,от 20000 до 50000 руб.,18500,23900,1,0,0
66909820,45,0,Среднее специальное,Состою в браке,1,1,1,0,0,0,от 10000 до 20000 руб.,12000,22070,1,0,0
66842693,50,1,Высшее,Состою в браке,0,0,1,0,0,0,от 20000 до 50000 руб.,11000,9963,2,2,0
66517047,46,1,Среднее,Состою в браке,2 и больше,0,1,0,0,0,от 10000 до 20000 руб.,6500,6237,2,2,0
61412974,38,0,Среднее,Состою в браке,1,2 и больше,1,0,0,0,от 10000 до 20000 руб.,15000,34990,1,0,1
